Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
E. Ibargüen,25,RW ST ,42.0,42.0,42.0,47.0,47.0,50.0,50.0,45.0,45.0,45.0,57.0,57.0,57.0,66.0,66.0,63.0,63.0,63.0,66.0,66.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.38
P. Sotiriou,24,ST ,45.0,45.0,45.0,46.0,46.0,47.0,47.0,46.0,46.0,46.0,56.0,56.0,56.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.38
V. Lundberg,26,ST ,50.0,50.0,50.0,52.0,52.0,55.0,55.0,54.0,54.0,54.0,62.0,62.0,62.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.5
A. Al Zori,29,CB LWB LB ,67.0,67.0,67.0,67.0,67.0,66.0,66.0,63.0,63.0,63.0,58.0,58.0,58.0,62.0,62.0,58.0,58.0,58.0,61.0,61.0,59.0,59.0,59.0,59.0,59.0,59.0,Máximo potencial,59.5
S. May,24,ST ,42.0,42.0,42.0,48.0,48.0,51.0,51.0,47.0,47.0,47.0,61.0,61.0,61.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,67.0
M. Frey,22,CAM ST ,42.0,42.0,42.0,42.0,42.0,45.0,45.0,46.0,46.0,46.0,59.0,59.0,59.0,62.0,62.0,64.0,64.0,64.0,62.0,62.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.0
R. Cacérès,29,CAM ST ,45.0,45.0,45.0,47.0,47.0,50.0,50.0,48.0,48.0,48.0,59.0,59.0,59.0,66.0,66.0,64.0,64.0,64.0,66.0,66.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,66.0
M. Mak,25,ST RM LM ,34.0,34.0,34.0,45.0,45.0,48.0,48.0,42.0,42.0,42.0,58.0,58.0,58.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.5
E. Berko,22,RW LW ,43.0,43.0,43.0,51.0,51.0,55.0,55.0,49.0,49.0,49.0,60.0,60.0,60.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
B. Srarfi,20,CAM LM RM RW ,35.0,35.0,35.0,44.0,44.0,48.0,48.0,43.0,43.0,43.0,58.0,58.0,58.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,61.0,61.0,66.0,61.0,Joven promesa,64.62
L. García,19,LW ,35.0,35.0,35.0,45.0,45.0,50.0,50.0,45.0,45.0,45.0,59.0,59.0,59.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,64.0,64.0,56.0,56.0,64.0,56.0,Joven promesa,62.0
J. Arce,32,ST LM ,46.0,46.0,46.0,53.0,53.0,55.0,55.0,51.0,51.0,51.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,66.0,66.0,67.0,66.0,Cercano al retiro,66.62
M. Ishak,24,ST ,51.0,51.0,51.0,51.0,51.0,51.0,51.0,48.0,48.0,48.0,54.0,54.0,54.0,60.0,60.0,60.0,60.0,60.0,63.0,63.0,64.0,64.0,67.0,67.0,64.0,67.0,Máximo potencial,64.88
L. Rosseti,22,ST ,45.0,45.0,45.0,47.0,47.0,49.0,49.0,47.0,47.0,47.0,58.0,58.0,58.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.88
Hwang Ui Jo,24,ST ,50.0,50.0,50.0,53.0,53.0,55.0,55.0,53.0,53.0,53.0,61.0,61.0,61.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.38
M. Thiam,22,ST ,57.0,57.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,56.0,59.0,59.0,59.0,62.0,62.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.5
T. Bradshaw,24,ST ,38.0,38.0,38.0,45.0,45.0,47.0,47.0,42.0,42.0,42.0,53.0,53.0,53.0,62.0,62.0,61.0,61.0,61.0,64.0,64.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.5
Wanderson,25,ST ,36.0,36.0,36.0,42.0,42.0,45.0,45.0,41.0,41.0,41.0,57.0,57.0,57.0,64.0,64.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,66.75
Y. Regäsel,21,RWB RB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,60.0,60.0,60.0,62.0,62.0,59.0,59.0,59.0,60.0,60.0,57.0,57.0,53.0,53.0,57.0,53.0,Joven promesa,56.25
M. Pedersen,27,ST ,52.0,52.0,52.0,51.0,51.0,52.0,52.0,49.0,49.0,49.0,55.0,55.0,55.0,61.0,61.0,61.0,61.0,61.0,63.0,63.0,64.0,64.0,67.0,67.0,64.0,67.0,Máximo potencial,64.88
N. Eliasson,21,ST RM LM ,37.0,37.0,37.0,50.0,50.0,54.0,54.0,45.0,45.0,45.0,57.0,57.0,57.0,67.0,67.0,64.0,64.0,64.0,67.0,67.0,62.0,62.0,57.0,57.0,62.0,57.0,Joven promesa,61.38
J. Cano,27,CAM ST ,40.0,40.0,40.0,46.0,46.0,49.0,49.0,47.0,47.0,47.0,61.0,61.0,61.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,67.38
M. Kvesić,25,CF CAM ,38.0,38.0,38.0,47.0,47.0,51.0,51.0,46.0,46.0,46.0,60.0,60.0,60.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
K. Fortuné,27,LM ST ,36.0,36.0,36.0,41.0,41.0,43.0,43.0,40.0,40.0,40.0,54.0,54.0,54.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.62
J. Mackie,31,RM ST RW ,61.0,61.0,61.0,63.0,63.0,64.0,64.0,62.0,62.0,62.0,65.0,65.0,65.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,69.0,68.0,69.0,Cercano al retiro,68.38
Nono,26,ST LM RW RM ,37.0,37.0,37.0,49.0,49.0,53.0,53.0,47.0,47.0,47.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,66.0,66.0,62.0,62.0,66.0,62.0,Máximo potencial,64.75
U. Bulut,34,ST ,49.0,49.0,49.0,51.0,51.0,52.0,52.0,50.0,50.0,50.0,58.0,58.0,58.0,62.0,62.0,61.0,61.0,61.0,62.0,62.0,65.0,65.0,67.0,67.0,65.0,67.0,Cercano al retiro,65.0
Jonaldo Santoso,25,ST ,50.0,50.0,50.0,50.0,50.0,51.0,51.0,49.0,49.0,49.0,55.0,55.0,55.0,59.0,59.0,59.0,59.0,59.0,60.0,60.0,63.0,63.0,67.0,67.0,63.0,67.0,Máximo potencial,63.75
A. Brosque,33,LM ST CAM ,38.0,38.0,38.0,46.0,46.0,49.0,49.0,46.0,46.0,46.0,60.0,60.0,60.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Cercano al retiro,67.62
J. Tanaka,29,LM RM ST ,46.0,46.0,46.0,49.0,49.0,52.0,52.0,50.0,50.0,50.0,62.0,62.0,62.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,67.62
B. Aouacheria,23,CAM LW ,46.0,46.0,46.0,52.0,52.0,55.0,55.0,54.0,54.0,54.0,64.0,64.0,64.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,67.0,67.0,69.0,67.0,Máximo potencial,68.0
S. Andrist,29,RW LM RM ,50.0,50.0,50.0,58.0,58.0,60.0,60.0,55.0,55.0,55.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
Peña,33,LWB LB ,67.0,67.0,67.0,67.0,67.0,66.0,66.0,67.0,67.0,67.0,62.0,62.0,62.0,61.0,61.0,59.0,59.0,59.0,58.0,58.0,57.0,57.0,56.0,56.0,57.0,56.0,Cercano al retiro,56.88
N. Helenius,26,ST ,39.0,39.0,39.0,43.0,43.0,45.0,45.0,47.0,47.0,47.0,61.0,61.0,61.0,62.0,62.0,65.0,65.0,65.0,62.0,62.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.38
C. Stengs,18,RW ,43.0,43.0,43.0,49.0,49.0,53.0,53.0,50.0,50.0,50.0,62.0,62.0,62.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,60.0,60.0,66.0,60.0,Joven promesa,64.25
K. Redondo,22,LM LW ,50.0,50.0,50.0,58.0,58.0,59.0,59.0,55.0,55.0,55.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
L. Puyo,28,RM LM LW ,60.0,60.0,60.0,63.0,63.0,65.0,65.0,64.0,64.0,64.0,68.0,68.0,68.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
C. Diarra,25,ST ,44.0,44.0,44.0,49.0,49.0,51.0,51.0,47.0,47.0,47.0,56.0,56.0,56.0,64.0,64.0,63.0,63.0,63.0,66.0,66.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,66.0
K. Igboananike,28,ST ,43.0,43.0,43.0,47.0,47.0,49.0,49.0,44.0,44.0,44.0,54.0,54.0,54.0,63.0,63.0,63.0,63.0,63.0,65.0,65.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.12
Tete Morente,20,CAM RW LW ,48.0,48.0,48.0,53.0,53.0,55.0,55.0,52.0,52.0,52.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,Joven promesa,66.5
M. Luque,24,LW ST LM ,40.0,40.0,40.0,50.0,50.0,53.0,53.0,47.0,47.0,47.0,60.0,60.0,60.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,64.0,64.0,67.0,64.0,Máximo potencial,66.12
A. Yasin,26,ST RW ,42.0,42.0,42.0,49.0,49.0,53.0,53.0,50.0,50.0,50.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,65.75
Javi Flaño,32,RB RWB LB LWB ,68.0,68.0,68.0,68.0,68.0,67.0,67.0,64.0,64.0,64.0,56.0,56.0,56.0,57.0,57.0,53.0,53.0,53.0,55.0,55.0,53.0,53.0,53.0,53.0,53.0,53.0,Cercano al retiro,53.5
M. Taylor,27,ST ,40.0,40.0,40.0,45.0,45.0,48.0,48.0,45.0,45.0,45.0,60.0,60.0,60.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,66.75
C. Quaner,26,RM RW ST ,43.0,43.0,43.0,47.0,47.0,49.0,49.0,46.0,46.0,46.0,55.0,55.0,55.0,63.0,63.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,67.0,67.0,64.0,67.0,Máximo potencial,65.12
Saúl,22,LWB LB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,61.0,61.0,61.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,55.0,55.0,59.0,55.0,Máximo potencial,57.75
L. Gregory,28,ST ,44.0,44.0,44.0,46.0,46.0,48.0,48.0,46.0,46.0,46.0,56.0,56.0,56.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.25
M. Cissokho,30,LW LM ,48.0,48.0,48.0,54.0,54.0,57.0,57.0,53.0,53.0,53.0,61.0,61.0,61.0,67.0,67.0,64.0,64.0,64.0,66.0,66.0,63.0,63.0,60.0,60.0,63.0,60.0,Máximo potencial,62.62
Jiang Zhipeng,28,LWB LB ,62.0,62.0,62.0,67.0,67.0,68.0,68.0,65.0,65.0,65.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,66.0,67.0,67.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,64.0
C. González,24,ST ,47.0,47.0,47.0,45.0,45.0,45.0,45.0,47.0,47.0,47.0,55.0,55.0,55.0,57.0,57.0,59.0,59.0,59.0,58.0,58.0,62.0,62.0,67.0,67.0,62.0,67.0,Máximo potencial,62.88
S. Davies,29,ST ,54.0,54.0,54.0,53.0,53.0,55.0,55.0,56.0,56.0,56.0,63.0,63.0,63.0,64.0,64.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.75
G. Hupperts,25,RW LM RM ,50.0,50.0,50.0,55.0,55.0,57.0,57.0,54.0,54.0,54.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.25
M. Antonsson,26,ST ,40.0,40.0,40.0,44.0,44.0,47.0,47.0,45.0,45.0,45.0,57.0,57.0,57.0,63.0,63.0,63.0,63.0,63.0,64.0,64.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.88
J. Bela,24,LM ST RM ,41.0,41.0,41.0,52.0,52.0,55.0,55.0,47.0,47.0,47.0,57.0,57.0,57.0,67.0,67.0,64.0,64.0,64.0,68.0,68.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,64.25
L. Ayçiçek,23,RM LW CAM LM ,45.0,45.0,45.0,53.0,53.0,57.0,57.0,52.0,52.0,52.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,60.0,60.0,65.0,60.0,Máximo potencial,63.88
U. Çiftçi,25,LWB LB ,64.0,64.0,64.0,67.0,67.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,64.0,64.0,59.0,59.0,64.0,59.0,Máximo potencial,62.62
D. Brown,26,ST ,48.0,48.0,48.0,50.0,50.0,51.0,51.0,48.0,48.0,48.0,55.0,55.0,55.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,65.88
N. Citro,28,ST ,38.0,38.0,38.0,45.0,45.0,49.0,49.0,45.0,45.0,45.0,60.0,60.0,60.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,67.62
Ença Fati,23,LW ,39.0,39.0,39.0,48.0,48.0,51.0,51.0,45.0,45.0,45.0,58.0,58.0,58.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,66.0,66.0,68.0,66.0,Máximo potencial,67.25
I. Markelov,29,ST LW LM ,42.0,42.0,42.0,51.0,51.0,53.0,53.0,47.0,47.0,47.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.62
M. Đurić,27,ST ,45.0,45.0,45.0,45.0,45.0,47.0,47.0,46.0,46.0,46.0,55.0,55.0,55.0,59.0,59.0,58.0,58.0,58.0,59.0,59.0,62.0,62.0,67.0,67.0,62.0,67.0,Máximo potencial,63.12
A. Mbengue,25,ST ,38.0,38.0,38.0,43.0,43.0,45.0,45.0,40.0,40.0,40.0,53.0,53.0,53.0,60.0,60.0,61.0,61.0,61.0,62.0,62.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.0
C. Chiricò,25,RW ,33.0,33.0,33.0,43.0,43.0,47.0,47.0,40.0,40.0,40.0,56.0,56.0,56.0,66.0,66.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,65.38
H. Sacko,23,RW RM ,43.0,43.0,43.0,48.0,48.0,51.0,51.0,47.0,47.0,47.0,57.0,57.0,57.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,67.0,67.0,66.0,66.0,67.0,66.0,Máximo potencial,66.88
Hwang Hee Chan,21,CAM RW ST ,41.0,41.0,41.0,48.0,48.0,50.0,50.0,46.0,46.0,46.0,59.0,59.0,59.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,Joven promesa,67.25
A. Cocco,31,ST ,46.0,46.0,46.0,48.0,48.0,49.0,49.0,47.0,47.0,47.0,56.0,56.0,56.0,62.0,62.0,62.0,62.0,62.0,63.0,63.0,65.0,65.0,67.0,67.0,65.0,67.0,Cercano al retiro,65.25
B. Guillaume,22,ST ,41.0,41.0,41.0,42.0,42.0,45.0,45.0,45.0,45.0,45.0,58.0,58.0,58.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,65.5
E. Koulouris,21,ST ,35.0,35.0,35.0,40.0,40.0,42.0,42.0,38.0,38.0,38.0,53.0,53.0,53.0,60.0,60.0,60.0,60.0,60.0,62.0,62.0,64.0,64.0,67.0,67.0,64.0,67.0,Joven promesa,64.62
Jordi Mboula,18,ST RM ,42.0,42.0,42.0,49.0,49.0,52.0,52.0,46.0,46.0,46.0,57.0,57.0,57.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,Joven promesa,66.5
N. Kreuzer,24,RW RB ,61.0,61.0,61.0,67.0,67.0,68.0,68.0,63.0,63.0,63.0,63.0,63.0,63.0,68.0,68.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,62.0,62.0,65.0,62.0,Máximo potencial,64.38
F. Avenatti,24,ST ,39.0,39.0,39.0,38.0,38.0,40.0,40.0,40.0,40.0,40.0,52.0,52.0,52.0,57.0,57.0,59.0,59.0,59.0,58.0,58.0,63.0,63.0,67.0,67.0,63.0,67.0,Máximo potencial,63.25
Aitor García,23,LW RM LM ,42.0,42.0,42.0,51.0,51.0,54.0,54.0,48.0,48.0,48.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.5
A. Piccolo,29,CAM RW ,35.0,35.0,35.0,46.0,46.0,50.0,50.0,44.0,44.0,44.0,60.0,60.0,60.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.5
V. Parigini,21,ST CAM RW LW ,35.0,35.0,35.0,44.0,44.0,48.0,48.0,40.0,40.0,40.0,54.0,54.0,54.0,65.0,65.0,63.0,63.0,63.0,68.0,68.0,66.0,66.0,67.0,67.0,66.0,67.0,Joven promesa,66.88
S. Salinas,31,RM LB LWB LM ,57.0,57.0,57.0,64.0,64.0,65.0,65.0,61.0,61.0,61.0,64.0,64.0,64.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,62.0,62.0,65.0,62.0,Cercano al retiro,64.38
P. Caddis,29,RWB CM RB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,64.0,64.0,64.0,65.0,65.0,64.0,64.0,64.0,65.0,65.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,63.88
S. Makienok,26,ST ,44.0,44.0,44.0,40.0,40.0,42.0,42.0,47.0,47.0,47.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,57.0,57.0,62.0,62.0,67.0,67.0,62.0,67.0,Máximo potencial,62.62
R. Buess,24,ST ,56.0,56.0,56.0,59.0,59.0,61.0,61.0,59.0,59.0,59.0,65.0,65.0,65.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,67.62
Q. Menig,21,RM LW ST LM ,39.0,39.0,39.0,49.0,49.0,52.0,52.0,46.0,46.0,46.0,59.0,59.0,59.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,68.0,68.0,66.0,66.0,68.0,66.0,Joven promesa,67.5
I. Ouali,29,ST RM LM ,40.0,40.0,40.0,49.0,49.0,53.0,53.0,47.0,47.0,47.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,62.0,62.0,65.0,62.0,Máximo potencial,64.38
K. Dowell,19,LW RW CAM ,51.0,51.0,51.0,56.0,56.0,57.0,57.0,56.0,56.0,56.0,64.0,64.0,64.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,63.0,63.0,66.0,63.0,Joven promesa,65.12
J. Tshibumbu,28,ST ,42.0,42.0,42.0,46.0,46.0,48.0,48.0,47.0,47.0,47.0,59.0,59.0,59.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.38
Nili Perdomo,23,RW RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,62.0,62.0,62.0,65.0,65.0,62.0,62.0,62.0,64.0,64.0,62.0,62.0,59.0,59.0,62.0,59.0,Máximo potencial,61.38
Vasco Costa,25,ST ,40.0,40.0,40.0,43.0,43.0,46.0,46.0,43.0,43.0,43.0,56.0,56.0,56.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.12
K. Agard,27,RM ST ,51.0,51.0,51.0,54.0,54.0,56.0,56.0,53.0,53.0,53.0,59.0,59.0,59.0,66.0,66.0,64.0,64.0,64.0,67.0,67.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,66.62
E. Jelenič,24,LW RM LM ,52.0,52.0,52.0,58.0,58.0,60.0,60.0,56.0,56.0,56.0,62.0,62.0,62.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,64.0,64.0,65.0,64.0,Máximo potencial,65.12
E. Castillo,30,LWB LB ,64.0,64.0,64.0,67.0,67.0,68.0,68.0,65.0,65.0,65.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,65.38
Rabiola,27,ST ,49.0,49.0,49.0,47.0,47.0,49.0,49.0,50.0,50.0,50.0,60.0,60.0,60.0,63.0,63.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,66.75
E. Manu,23,ST LW ,44.0,44.0,44.0,49.0,49.0,52.0,52.0,46.0,46.0,46.0,56.0,56.0,56.0,66.0,66.0,64.0,64.0,64.0,68.0,68.0,67.0,67.0,68.0,68.0,67.0,68.0,Máximo potencial,67.62
I. Lores Varela,26,RW LW ,40.0,40.0,40.0,51.0,51.0,54.0,54.0,47.0,47.0,47.0,59.0,59.0,59.0,68.0,68.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,65.38
M. de Leeuw,30,RW LW CAM ,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,66.0,66.0,68.0,68.0,70.0,70.0,68.0,70.0,Máximo potencial,68.25
Simy,25,ST ,45.0,45.0,45.0,39.0,39.0,40.0,40.0,43.0,43.0,43.0,51.0,51.0,51.0,53.0,53.0,57.0,57.0,57.0,56.0,56.0,61.0,61.0,67.0,67.0,61.0,67.0,Máximo potencial,62.0
F. Brandán,27,RW CAM LW ,39.0,39.0,39.0,51.0,51.0,54.0,54.0,47.0,47.0,47.0,60.0,60.0,60.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,62.0,62.0,67.0,62.0,Máximo potencial,65.38
Adão Salvadaldo,33,LM ST ,38.0,38.0,38.0,46.0,46.0,49.0,49.0,41.0,41.0,41.0,53.0,53.0,53.0,64.0,64.0,63.0,63.0,63.0,68.0,68.0,66.0,66.0,67.0,67.0,66.0,67.0,Cercano al retiro,66.88
Mosquito,21,ST ,39.0,39.0,39.0,43.0,43.0,45.0,45.0,42.0,42.0,42.0,55.0,55.0,55.0,63.0,63.0,64.0,64.0,64.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,Joven promesa,66.75
D. Terentyev,24,RWB RB ,63.0,63.0,63.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,60.0,60.0,60.0,62.0,62.0,58.0,58.0,58.0,59.0,59.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,56.75
Fabrício,27,LW ST ,49.0,49.0,49.0,51.0,51.0,54.0,54.0,55.0,55.0,55.0,64.0,64.0,64.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,67.0
B. Vincent,23,LWB LB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,58.5
Bruno Gomes,20,ST ,37.0,37.0,37.0,40.0,40.0,42.0,42.0,41.0,41.0,41.0,56.0,56.0,56.0,61.0,61.0,64.0,64.0,64.0,63.0,63.0,66.0,66.0,67.0,67.0,66.0,67.0,Joven promesa,65.62
J. Faussurier,30,RB RW RM ,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,61.0,61.0,63.0,61.0,Máximo potencial,62.5
J. Blayac,34,ST ,47.0,47.0,47.0,48.0,48.0,50.0,50.0,49.0,49.0,49.0,59.0,59.0,59.0,62.0,62.0,64.0,64.0,64.0,63.0,63.0,65.0,65.0,67.0,67.0,65.0,67.0,Cercano al retiro,65.25
G. Puşcaş,21,ST ,38.0,38.0,38.0,40.0,40.0,42.0,42.0,40.0,40.0,40.0,52.0,52.0,52.0,59.0,59.0,61.0,61.0,61.0,62.0,62.0,65.0,65.0,67.0,67.0,65.0,67.0,Joven promesa,65.0
M. Jevtović,24,RW LW ,51.0,51.0,51.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,66.0,66.0,67.0,66.0,Máximo potencial,66.88
Franci Martinho,33,ST ,39.0,39.0,39.0,40.0,40.0,42.0,42.0,39.0,39.0,39.0,50.0,50.0,50.0,57.0,57.0,56.0,56.0,56.0,59.0,59.0,61.0,61.0,67.0,67.0,61.0,67.0,Cercano al retiro,62.75
N. Besara,26,CF CAM ,45.0,45.0,45.0,52.0,52.0,55.0,55.0,53.0,53.0,53.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.5
