Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
Aridai,28,RM LM ST ,37.0,37.0,37.0,43.0,43.0,46.0,46.0,42.0,42.0,42.0,56.0,56.0,56.0,63.0,63.0,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,55.91
G. Mackay-Steven,26,CAM LM ,43.0,43.0,43.0,51.0,51.0,54.0,54.0,49.0,49.0,49.0,60.0,60.0,60.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,59.91
A. Vargas,28,RM LM CAM ,43.0,43.0,43.0,50.0,50.0,53.0,53.0,52.0,52.0,52.0,63.0,63.0,63.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,61.64
N. Gerzić,33,CM ,56.0,56.0,56.0,58.0,58.0,61.0,61.0,64.0,64.0,64.0,67.0,67.0,67.0,64.0,64.0,65.0,65.0,65.0,62.0,62.0,60.0,60.0,54.0,54.0,60.0,54.0,Cercano al retiro,65.09
N. Theuerkauf,30,CB CDM ,67.0,67.0,67.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,63.0
Y. Tafer,26,CF LM RM ,44.0,44.0,44.0,52.0,52.0,55.0,55.0,51.0,51.0,51.0,62.0,62.0,62.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,66.0,66.0,67.0,66.0,Máximo potencial,61.27
C. Valeri,32,CM CDM ,67.0,67.0,67.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,64.0,64.0,64.0,60.0,60.0,61.0,61.0,61.0,58.0,58.0,60.0,60.0,59.0,59.0,60.0,59.0,Cercano al retiro,63.27
E. Rakip,21,RM CM ,58.0,58.0,58.0,61.0,61.0,62.0,62.0,63.0,63.0,63.0,67.0,67.0,67.0,66.0,66.0,67.0,67.0,67.0,65.0,65.0,65.0,65.0,60.0,60.0,65.0,60.0,Joven promesa,65.73
F. Signorelli,26,CM ,63.0,63.0,63.0,64.0,64.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,61.0,61.0,64.0,61.0,Máximo potencial,66.36
B. Barker,20,LM ,41.0,41.0,41.0,50.0,50.0,53.0,53.0,47.0,47.0,47.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,63.0,63.0,66.0,63.0,Joven promesa,58.82
M. Palmer,22,CM ,60.0,60.0,60.0,64.0,64.0,65.0,65.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,64.0,64.0,61.0,61.0,64.0,61.0,Máximo potencial,65.91
C. Grindheim,33,CDM CM ,60.0,60.0,60.0,59.0,59.0,61.0,61.0,65.0,65.0,65.0,67.0,67.0,67.0,63.0,63.0,64.0,64.0,64.0,61.0,61.0,62.0,62.0,61.0,61.0,62.0,61.0,Cercano al retiro,64.91
J. Drachmann,29,CDM CM ,66.0,66.0,66.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,67.0,67.0,67.0,65.0,65.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,59.0,59.0,62.0,59.0,Máximo potencial,66.36
Jorgino Baumer,33,CAM ,44.0,44.0,44.0,50.0,50.0,53.0,53.0,51.0,51.0,51.0,62.0,62.0,62.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,64.0,64.0,66.0,64.0,Cercano al retiro,61.27
M. Frey,22,CAM ST ,42.0,42.0,42.0,42.0,42.0,45.0,45.0,46.0,46.0,46.0,59.0,59.0,59.0,62.0,62.0,64.0,64.0,64.0,62.0,62.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,57.36
A. Al Fraidi,29,RM CM CAM ,57.0,57.0,57.0,59.0,59.0,60.0,60.0,61.0,61.0,61.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,64.91
R. Cacérès,29,CAM ST ,45.0,45.0,45.0,47.0,47.0,50.0,50.0,48.0,48.0,48.0,59.0,59.0,59.0,66.0,66.0,64.0,64.0,64.0,66.0,66.0,65.0,65.0,67.0,67.0,65.0,67.0,Máximo potencial,58.64
M. Mak,25,ST RM LM ,34.0,34.0,34.0,45.0,45.0,48.0,48.0,42.0,42.0,42.0,58.0,58.0,58.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,57.45
B. Srarfi,20,CAM LM RM RW ,35.0,35.0,35.0,44.0,44.0,48.0,48.0,43.0,43.0,43.0,58.0,58.0,58.0,66.0,66.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,61.0,61.0,66.0,61.0,Joven promesa,57.55
M. Valoti,23,CAM CM ,42.0,42.0,42.0,54.0,54.0,58.0,58.0,54.0,54.0,54.0,67.0,67.0,67.0,71.0,71.0,70.0,70.0,70.0,70.0,70.0,68.0,68.0,62.0,62.0,68.0,62.0,Máximo potencial,65.0
J. Arce,32,ST LM ,46.0,46.0,46.0,53.0,53.0,55.0,55.0,51.0,51.0,51.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,66.0,66.0,67.0,66.0,Cercano al retiro,60.73
R. McKenzie,23,RM CAM ,43.0,43.0,43.0,49.0,49.0,52.0,52.0,50.0,50.0,50.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,60.73
R. Benatelli,25,LM CM ,61.0,61.0,61.0,63.0,63.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,63.0,63.0,65.0,63.0,Máximo potencial,66.55
R. Åhman Persson,30,CM CDM ,66.0,66.0,66.0,60.0,60.0,61.0,61.0,67.0,67.0,67.0,64.0,64.0,64.0,58.0,58.0,59.0,59.0,59.0,55.0,55.0,58.0,58.0,57.0,57.0,58.0,57.0,Máximo potencial,62.36
L. Janoszka,30,LM ,54.0,54.0,54.0,57.0,57.0,59.0,59.0,58.0,58.0,58.0,65.0,65.0,65.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,66.0,65.0,Máximo potencial,63.73
S. Nicholson,22,RM LM ,41.0,41.0,41.0,51.0,51.0,54.0,54.0,48.0,48.0,48.0,58.0,58.0,58.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,64.0,64.0,61.0,61.0,64.0,61.0,Máximo potencial,58.82
T. Andreu,29,CAM ,58.0,58.0,58.0,60.0,60.0,61.0,61.0,62.0,62.0,62.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,65.0,65.0,66.0,65.0,Máximo potencial,65.18
F. Burbano,25,RM CAM ,39.0,39.0,39.0,48.0,48.0,51.0,51.0,46.0,46.0,46.0,60.0,60.0,60.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,59.55
Y. Eteki,19,CM CDM ,63.0,63.0,63.0,63.0,63.0,64.0,64.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,61.0,59.0,59.0,61.0,59.0,Joven promesa,64.91
A. Mowatt,22,LM CM CAM ,58.0,58.0,58.0,60.0,60.0,62.0,62.0,63.0,63.0,63.0,68.0,68.0,68.0,66.0,66.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,66.0
D. Delgado,24,RB RM ,66.0,66.0,66.0,70.0,70.0,70.0,70.0,65.0,65.0,65.0,63.0,63.0,63.0,67.0,67.0,64.0,64.0,64.0,66.0,66.0,64.0,64.0,62.0,62.0,64.0,62.0,Máximo potencial,64.55
Adrián Maideira,33,CAM ,48.0,48.0,48.0,54.0,54.0,55.0,55.0,52.0,52.0,52.0,61.0,61.0,61.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Cercano al retiro,61.09
R. Alberg,26,CAM ,49.0,49.0,49.0,52.0,52.0,55.0,55.0,54.0,54.0,54.0,64.0,64.0,64.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,62.45
K. Zengin,32,RM RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,65.0,65.0,65.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,65.0,65.0,67.0,65.0,Cercano al retiro,65.82
C. Rizzuto,25,RM RB ,64.0,64.0,64.0,67.0,67.0,68.0,68.0,65.0,65.0,65.0,60.0,60.0,60.0,63.0,63.0,59.0,59.0,59.0,61.0,61.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,61.64
S. Pesce,34,CDM LM CM ,60.0,60.0,60.0,63.0,63.0,65.0,65.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,64.0,64.0,66.0,64.0,Cercano al retiro,66.18
N. Eliasson,21,ST RM LM ,37.0,37.0,37.0,50.0,50.0,54.0,54.0,45.0,45.0,45.0,57.0,57.0,57.0,67.0,67.0,64.0,64.0,64.0,67.0,67.0,62.0,62.0,57.0,57.0,62.0,57.0,Joven promesa,57.45
J. Cano,27,CAM ST ,40.0,40.0,40.0,46.0,46.0,49.0,49.0,47.0,47.0,47.0,61.0,61.0,61.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,59.73
Y. Moreno,22,LM ,38.0,38.0,38.0,45.0,45.0,49.0,49.0,46.0,46.0,46.0,59.0,59.0,59.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,58.82
M. Kvesić,25,CF CAM ,38.0,38.0,38.0,47.0,47.0,51.0,51.0,46.0,46.0,46.0,60.0,60.0,60.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,59.36
K. Fortuné,27,LM ST ,36.0,36.0,36.0,41.0,41.0,43.0,43.0,40.0,40.0,40.0,54.0,54.0,54.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,53.91
J. Lundstram,23,CDM CM ,59.0,59.0,59.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,66.0,64.0,64.0,64.0,64.0,61.0,61.0,64.0,61.0,Máximo potencial,65.55
J. Mackie,31,RM ST RW ,61.0,61.0,61.0,63.0,63.0,64.0,64.0,62.0,62.0,62.0,65.0,65.0,65.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,69.0,68.0,69.0,Cercano al retiro,65.27
J. Remacle,30,LM RM ,41.0,41.0,41.0,48.0,48.0,52.0,52.0,50.0,50.0,50.0,63.0,63.0,63.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,61.27
M. Abubakari,31,CM CDM ,65.0,65.0,65.0,63.0,63.0,64.0,64.0,67.0,67.0,67.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,58.0,58.0,55.0,55.0,58.0,55.0,Cercano al retiro,63.0
M. Prietl,25,CAM CM CDM ,67.0,67.0,67.0,65.0,65.0,64.0,64.0,67.0,67.0,67.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,62.45
Nono,26,ST LM RW RM ,37.0,37.0,37.0,49.0,49.0,53.0,53.0,47.0,47.0,47.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,66.0,66.0,62.0,62.0,66.0,62.0,Máximo potencial,59.64
L. Narváez,32,CDM ,68.0,68.0,68.0,62.0,62.0,60.0,60.0,67.0,67.0,67.0,60.0,60.0,60.0,53.0,53.0,54.0,54.0,54.0,51.0,51.0,52.0,52.0,55.0,55.0,52.0,55.0,Cercano al retiro,59.0
P. Netzer,31,CDM CB ,67.0,67.0,67.0,64.0,64.0,63.0,63.0,67.0,67.0,67.0,62.0,62.0,62.0,56.0,56.0,57.0,57.0,57.0,54.0,54.0,55.0,55.0,56.0,56.0,55.0,56.0,Cercano al retiro,60.91
J. Brillante,24,RB CDM ,65.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,63.0,63.0,62.0,62.0,62.0,61.0,61.0,60.0,60.0,57.0,57.0,60.0,57.0,Máximo potencial,64.36
L. Christensen,22,CM ,55.0,55.0,55.0,61.0,61.0,63.0,63.0,62.0,62.0,62.0,67.0,67.0,67.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,63.0,63.0,67.0,63.0,Máximo potencial,66.27
F. Bambock,22,CM CDM ,67.0,67.0,67.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,62.0,62.0,62.0,59.0,59.0,58.0,58.0,58.0,57.0,57.0,58.0,58.0,56.0,56.0,58.0,56.0,Máximo potencial,61.73
A. Brosque,33,LM ST CAM ,38.0,38.0,38.0,46.0,46.0,49.0,49.0,46.0,46.0,46.0,60.0,60.0,60.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Cercano al retiro,59.36
J. Tanaka,29,LM RM ST ,46.0,46.0,46.0,49.0,49.0,52.0,52.0,50.0,50.0,50.0,62.0,62.0,62.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,67.0,67.0,68.0,67.0,Máximo potencial,61.0
B. Aouacheria,23,CAM LW ,46.0,46.0,46.0,52.0,52.0,55.0,55.0,54.0,54.0,54.0,64.0,64.0,64.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,67.0,67.0,69.0,67.0,Máximo potencial,63.27
S. Andrist,29,RW LM RM ,50.0,50.0,50.0,58.0,58.0,60.0,60.0,55.0,55.0,55.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,62.09
I. Hora,28,LM RM ,55.0,55.0,55.0,59.0,59.0,60.0,60.0,59.0,59.0,59.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,Máximo potencial,64.0
T. Mézague,27,CDM CB ,67.0,67.0,67.0,60.0,60.0,58.0,58.0,62.0,62.0,62.0,52.0,52.0,52.0,47.0,47.0,46.0,46.0,46.0,44.0,44.0,43.0,43.0,45.0,45.0,43.0,45.0,Máximo potencial,52.18
Y. Anchico,33,RM CDM CM ,67.0,67.0,67.0,69.0,69.0,70.0,70.0,68.0,68.0,68.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,67.0,65.0,Cercano al retiro,67.45
A. Dembélé,29,CDM CM ,67.0,67.0,67.0,67.0,67.0,68.0,68.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,64.0,64.0,62.0,62.0,64.0,62.0,Máximo potencial,67.27
R. Clark,34,CDM CM ,69.0,69.0,69.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,66.0,66.0,67.0,67.0,66.0,67.0,Cercano al retiro,67.09
K. Redondo,22,LM LW ,50.0,50.0,50.0,58.0,58.0,59.0,59.0,55.0,55.0,55.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,61.82
L. Puyo,28,RM LM LW ,60.0,60.0,60.0,63.0,63.0,65.0,65.0,64.0,64.0,64.0,68.0,68.0,68.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,67.09
J. Vela,23,RB CAM CM ,63.0,63.0,63.0,64.0,64.0,65.0,65.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,66.73
P. Lipski,23,CAM ,45.0,45.0,45.0,50.0,50.0,53.0,53.0,52.0,52.0,52.0,64.0,64.0,64.0,65.0,65.0,67.0,67.0,67.0,65.0,65.0,65.0,65.0,62.0,62.0,65.0,62.0,Máximo potencial,61.73
Leandrinho,23,CAM ,52.0,52.0,52.0,57.0,57.0,59.0,59.0,57.0,57.0,57.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,63.73
Tete Morente,20,CAM RW LW ,48.0,48.0,48.0,53.0,53.0,55.0,55.0,52.0,52.0,52.0,61.0,61.0,61.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,66.0,66.0,66.0,66.0,66.0,66.0,Joven promesa,61.0
Shin Hyung Min,30,CM CDM ,65.0,65.0,65.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,66.0
M. Eramo,27,CDM RM CM ,61.0,61.0,61.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,63.0,63.0,65.0,63.0,Máximo potencial,65.55
A. Morleo,33,LM LB ,64.0,64.0,64.0,67.0,67.0,68.0,68.0,66.0,66.0,66.0,65.0,65.0,65.0,66.0,66.0,64.0,64.0,64.0,65.0,65.0,63.0,63.0,60.0,60.0,63.0,60.0,Cercano al retiro,65.18
N. Yennaris,24,CDM CM ,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,63.0,63.0,66.0,63.0,Máximo potencial,67.27
P. van Ooijen,25,CM ,60.0,60.0,60.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,65.0,65.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,63.0,63.0,65.0,63.0,Máximo potencial,65.55
M. Luque,24,LW ST LM ,40.0,40.0,40.0,50.0,50.0,53.0,53.0,47.0,47.0,47.0,60.0,60.0,60.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,64.0,64.0,67.0,64.0,Máximo potencial,59.36
Claudiosa Paes,25,CB CDM ,66.0,66.0,66.0,67.0,67.0,66.0,66.0,67.0,67.0,67.0,64.0,64.0,64.0,62.0,62.0,63.0,63.0,63.0,62.0,62.0,62.0,62.0,61.0,61.0,62.0,61.0,Máximo potencial,64.18
A. Alvarez,32,CM RM ,50.0,50.0,50.0,55.0,55.0,57.0,57.0,53.0,53.0,53.0,61.0,61.0,61.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,66.0,66.0,68.0,66.0,Cercano al retiro,61.55
D. Cowie,34,RM CM ,64.0,64.0,64.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,61.0,61.0,64.0,61.0,Cercano al retiro,66.55
Fran Vélez,26,CM CDM ,67.0,67.0,67.0,64.0,64.0,64.0,64.0,67.0,67.0,67.0,62.0,62.0,62.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,52.0,52.0,50.0,50.0,52.0,50.0,Máximo potencial,61.09
B. Kumordzi,32,CM CDM CB ,67.0,67.0,67.0,62.0,62.0,62.0,62.0,67.0,67.0,67.0,67.0,67.0,67.0,62.0,62.0,65.0,65.0,65.0,61.0,61.0,64.0,64.0,65.0,65.0,64.0,65.0,Cercano al retiro,65.55
Y. Soteldo,20,RM ,31.0,31.0,31.0,45.0,45.0,50.0,50.0,45.0,45.0,45.0,62.0,62.0,62.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,65.0,65.0,57.0,57.0,65.0,57.0,Joven promesa,59.91
R. Draper,28,CM CDM ,68.0,68.0,68.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,65.0,65.0,65.0,62.0,62.0,63.0,63.0,63.0,61.0,61.0,63.0,63.0,63.0,63.0,63.0,63.0,Máximo potencial,64.45
R. Grzyb,34,RB CDM ,66.0,66.0,66.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,63.0,63.0,63.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,58.0,58.0,57.0,57.0,58.0,57.0,Cercano al retiro,62.73
T. Ayasse,30,CDM ,66.0,66.0,66.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,65.0,65.0,65.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,63.27
C. Masuda,32,CDM ,63.0,63.0,63.0,65.0,65.0,66.0,66.0,67.0,67.0,67.0,68.0,68.0,68.0,66.0,66.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,62.0,62.0,66.0,62.0,Cercano al retiro,67.09
C. Quaner,26,RM RW ST ,43.0,43.0,43.0,47.0,47.0,49.0,49.0,46.0,46.0,46.0,55.0,55.0,55.0,63.0,63.0,61.0,61.0,61.0,64.0,64.0,64.0,64.0,67.0,67.0,64.0,67.0,Máximo potencial,55.64
Kim Ho Nam,28,LM RM ,51.0,51.0,51.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,63.0,63.0,63.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,65.0,65.0,65.0,65.0,65.0,65.0,Máximo potencial,62.36
R. Tunnicliffe,24,LM CM ,65.0,65.0,65.0,66.0,66.0,67.0,67.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,63.0,63.0,65.0,63.0,Máximo potencial,66.82
C. Săpunaru,33,CDM CB RB ,71.0,71.0,71.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,67.0,67.0,65.0,65.0,66.0,66.0,66.0,65.0,65.0,67.0,67.0,68.0,68.0,67.0,68.0,Cercano al retiro,66.91
Nosberto Vila,33,RM RB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,64.0,64.0,64.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,Cercano al retiro,63.82
M. Cissokho,30,LW LM ,48.0,48.0,48.0,54.0,54.0,57.0,57.0,53.0,53.0,53.0,61.0,61.0,61.0,67.0,67.0,64.0,64.0,64.0,66.0,66.0,63.0,63.0,60.0,60.0,63.0,60.0,Máximo potencial,60.73
G. Hupperts,25,RW LM RM ,50.0,50.0,50.0,55.0,55.0,57.0,57.0,54.0,54.0,54.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,61.82
J. Bela,24,LM ST RM ,41.0,41.0,41.0,52.0,52.0,55.0,55.0,47.0,47.0,47.0,57.0,57.0,57.0,67.0,67.0,64.0,64.0,64.0,68.0,68.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,58.0
G. Ariyibi,22,LM RM ,43.0,43.0,43.0,51.0,51.0,55.0,55.0,48.0,48.0,48.0,57.0,57.0,57.0,67.0,67.0,64.0,64.0,64.0,68.0,68.0,65.0,65.0,60.0,60.0,65.0,60.0,Máximo potencial,58.27
A. Afif,20,RM LM ,42.0,42.0,42.0,48.0,48.0,50.0,50.0,47.0,47.0,47.0,60.0,60.0,60.0,67.0,67.0,68.0,68.0,68.0,69.0,69.0,67.0,67.0,64.0,64.0,67.0,64.0,Joven promesa,59.91
L. Ayçiçek,23,RM LW CAM LM ,45.0,45.0,45.0,53.0,53.0,57.0,57.0,52.0,52.0,52.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,68.0,68.0,65.0,65.0,60.0,60.0,65.0,60.0,Máximo potencial,61.27
F. Silva,26,RM LM ,54.0,54.0,54.0,56.0,56.0,57.0,57.0,57.0,57.0,57.0,64.0,64.0,64.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,67.0,66.0,Máximo potencial,63.45
Y. Endo,29,RM ,48.0,48.0,48.0,53.0,53.0,56.0,56.0,55.0,55.0,55.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,66.0,65.0,Máximo potencial,63.18
I. Markelov,29,ST LW LM ,42.0,42.0,42.0,51.0,51.0,53.0,53.0,47.0,47.0,47.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,67.0,67.0,66.0,66.0,67.0,67.0,66.0,67.0,Máximo potencial,58.82
A. Mobara,23,CDM RB CB ,67.0,67.0,67.0,70.0,70.0,69.0,69.0,67.0,67.0,67.0,65.0,65.0,65.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,62.0,62.0,64.0,62.0,Máximo potencial,65.73
G. N'Gosso,32,CB CM CDM ,68.0,68.0,68.0,60.0,60.0,59.0,59.0,67.0,67.0,67.0,61.0,61.0,61.0,52.0,52.0,55.0,55.0,55.0,50.0,50.0,54.0,54.0,55.0,55.0,54.0,55.0,Cercano al retiro,59.36
A. Yoda,28,LB RM ,56.0,56.0,56.0,59.0,59.0,60.0,60.0,56.0,56.0,56.0,59.0,59.0,59.0,67.0,67.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,64.0,64.0,66.0,64.0,Máximo potencial,61.27
Puertas,25,LM RM ,43.0,43.0,43.0,50.0,50.0,54.0,54.0,49.0,49.0,49.0,62.0,62.0,62.0,67.0,67.0,66.0,66.0,66.0,67.0,67.0,66.0,66.0,65.0,65.0,66.0,65.0,Máximo potencial,60.45
Hedson Porfírio,29,LM CAM ,42.0,42.0,42.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,63.0,63.0,63.0,64.0,64.0,67.0,67.0,67.0,64.0,64.0,65.0,65.0,61.0,61.0,65.0,61.0,Máximo potencial,60.45
S. Salger,27,LB CDM CB ,67.0,67.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,60.0,60.0,60.0,61.0,61.0,57.0,57.0,57.0,58.0,58.0,55.0,55.0,54.0,54.0,55.0,54.0,Máximo potencial,60.73
M. Arini,30,CM ,62.0,62.0,62.0,63.0,63.0,64.0,64.0,66.0,66.0,66.0,67.0,67.0,67.0,64.0,64.0,62.0,62.0,62.0,60.0,60.0,61.0,61.0,59.0,59.0,61.0,59.0,Máximo potencial,64.82
