Name,Age,Preferred Positions,CB,LCB,RCB,LB,RB,LWB,RWB,CDM,LDM,RDM,CM,LCM,RCM,LM,RM,CAM,LAM,RAM,LW,RW,LF,RF,LS,RS,CF,ST,Rango edad,Score_prom
C. Alhadhur,25,RB LB ,60.0,60.0,60.0,67.0,67.0,66.0,66.0,61.0,61.0,61.0,57.0,57.0,57.0,57.0,57.0,54.0,54.0,54.0,55.0,55.0,52.0,52.0,48.0,48.0,52.0,48.0,Máximo potencial,63.71
A. Tello,20,RB CM ,65.0,65.0,65.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,66.0,66.0,67.0,66.0,Joven promesa,66.43
R. Aguilar,24,RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,57.0,57.0,57.0,60.0,60.0,56.0,56.0,56.0,58.0,58.0,55.0,55.0,53.0,53.0,55.0,53.0,Máximo potencial,65.71
C. Dell'Orco,23,LB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,56.0,56.0,56.0,59.0,59.0,55.0,55.0,55.0,57.0,57.0,55.0,55.0,54.0,54.0,55.0,54.0,Máximo potencial,66.57
Luis Valcarce,24,LB ,62.0,62.0,62.0,67.0,67.0,69.0,69.0,65.0,65.0,65.0,64.0,64.0,64.0,66.0,66.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,59.0,59.0,62.0,59.0,Máximo potencial,65.43
B. Vincent,23,LWB LB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,63.0,63.0,61.0,61.0,61.0,60.0,60.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,66.14
I. Vorsah,29,CB ,67.0,67.0,67.0,62.0,62.0,61.0,61.0,63.0,63.0,63.0,57.0,57.0,57.0,54.0,54.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,53.0,53.0,51.0,53.0,Máximo potencial,63.86
J. Faussurier,30,RB RW RM ,67.0,67.0,67.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,61.0,61.0,63.0,61.0,Máximo potencial,68.14
Z. Erdal,29,LB ,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,61.0,61.0,61.0,61.0,61.0,58.0,58.0,58.0,59.0,59.0,58.0,58.0,58.0,58.0,58.0,58.0,Máximo potencial,67.0
S. Luaibi,25,CB CDM ,66.0,66.0,66.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,69.0,69.0,69.0,65.0,65.0,66.0,66.0,66.0,64.0,64.0,65.0,65.0,64.0,64.0,65.0,64.0,Máximo potencial,65.43
Elgezabal,24,CB ,67.0,67.0,67.0,62.0,62.0,60.0,60.0,64.0,64.0,64.0,55.0,55.0,55.0,50.0,50.0,49.0,49.0,49.0,47.0,47.0,48.0,48.0,48.0,48.0,48.0,48.0,Máximo potencial,63.57
Guilherme Sityá,27,LB ,65.0,65.0,65.0,67.0,67.0,68.0,68.0,66.0,66.0,66.0,62.0,62.0,62.0,65.0,65.0,61.0,61.0,61.0,62.0,62.0,59.0,59.0,54.0,54.0,59.0,54.0,Máximo potencial,66.43
Escassi,28,CDM CB ,67.0,67.0,67.0,65.0,65.0,65.0,65.0,68.0,68.0,68.0,64.0,64.0,64.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,57.0,57.0,55.0,55.0,57.0,55.0,Máximo potencial,65.86
J. Van Rankin,24,RB ,65.0,65.0,65.0,67.0,67.0,68.0,68.0,66.0,66.0,66.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,53.0,53.0,57.0,53.0,Máximo potencial,66.43
J. Quiñones,27,CB ,67.0,67.0,67.0,55.0,55.0,52.0,52.0,61.0,61.0,61.0,48.0,48.0,48.0,38.0,38.0,38.0,38.0,38.0,35.0,35.0,39.0,39.0,45.0,45.0,39.0,45.0,Máximo potencial,59.29
Pomares,24,LM LB ,62.0,62.0,62.0,67.0,67.0,68.0,68.0,64.0,64.0,64.0,62.0,62.0,62.0,63.0,63.0,58.0,58.0,58.0,60.0,60.0,57.0,57.0,54.0,54.0,57.0,54.0,Máximo potencial,65.14
Z. Bergdich,28,LB RM LM ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,63.0,63.0,63.0,67.0,67.0,64.0,64.0,64.0,66.0,66.0,64.0,64.0,64.0,64.0,64.0,64.0,Máximo potencial,66.57
D. Zbozień,28,RB ,69.0,69.0,69.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,61.0,61.0,61.0,59.0,59.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,55.0,55.0,56.0,55.0,Máximo potencial,67.86
Raúl Llorente,31,LB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,62.0,62.0,62.0,57.0,57.0,57.0,60.0,60.0,55.0,55.0,55.0,58.0,58.0,55.0,55.0,54.0,54.0,55.0,54.0,Cercano al retiro,65.71
S. Williams,27,LB RB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,62.0,62.0,62.0,64.0,64.0,61.0,61.0,61.0,63.0,63.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,66.14
M. Knoll,26,CDM CB ,67.0,67.0,67.0,65.0,65.0,65.0,65.0,63.0,63.0,63.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,59.0,59.0,59.0,59.0,Máximo potencial,65.86
W. Francis,26,LWB LB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,61.0,61.0,61.0,63.0,63.0,60.0,60.0,60.0,61.0,61.0,59.0,59.0,57.0,57.0,59.0,57.0,Máximo potencial,65.71
R. Ince,24,CB CM CDM ,69.0,69.0,69.0,64.0,64.0,63.0,63.0,67.0,67.0,67.0,62.0,62.0,62.0,58.0,58.0,59.0,59.0,59.0,56.0,56.0,59.0,59.0,58.0,58.0,59.0,58.0,Máximo potencial,65.86
Servando,33,CB ,67.0,67.0,67.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,54.0,54.0,54.0,54.0,54.0,50.0,50.0,50.0,50.0,50.0,51.0,51.0,55.0,55.0,51.0,55.0,Cercano al retiro,64.43
F. Schönheim,30,LB CB ,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,Máximo potencial,66.43
Rafinha,35,LB RB ,68.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,Cercano al retiro,67.43
C. Chimino,29,RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,63.0,63.0,63.0,59.0,59.0,59.0,61.0,61.0,57.0,57.0,57.0,59.0,59.0,57.0,57.0,56.0,56.0,57.0,56.0,Máximo potencial,65.71
B. Dibassy,27,CB LB ,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,62.0,62.0,62.0,64.0,64.0,62.0,62.0,62.0,63.0,63.0,62.0,62.0,61.0,61.0,62.0,61.0,Máximo potencial,67.0
Anderson Conceição,27,CB ,67.0,67.0,67.0,58.0,58.0,55.0,55.0,60.0,60.0,60.0,50.0,50.0,50.0,44.0,44.0,44.0,44.0,44.0,41.0,41.0,44.0,44.0,48.0,48.0,44.0,48.0,Máximo potencial,61.0
H. Urrego,24,CB ,67.0,67.0,67.0,62.0,62.0,60.0,60.0,61.0,61.0,61.0,50.0,50.0,50.0,50.0,50.0,45.0,45.0,45.0,47.0,47.0,45.0,45.0,48.0,48.0,45.0,48.0,Máximo potencial,63.57
C. Matheu,32,CB ,67.0,67.0,67.0,63.0,63.0,62.0,62.0,65.0,65.0,65.0,58.0,58.0,58.0,57.0,57.0,54.0,54.0,54.0,53.0,53.0,51.0,51.0,48.0,48.0,51.0,48.0,Cercano al retiro,64.43
Thiago Cardoso,25,CB ,67.0,67.0,67.0,58.0,58.0,56.0,56.0,60.0,60.0,60.0,49.0,49.0,49.0,45.0,45.0,46.0,46.0,46.0,45.0,45.0,46.0,46.0,48.0,48.0,46.0,48.0,Máximo potencial,61.29
D. O'Dea,30,CB ,67.0,67.0,67.0,61.0,61.0,60.0,60.0,65.0,65.0,65.0,56.0,56.0,56.0,51.0,51.0,50.0,50.0,50.0,47.0,47.0,47.0,47.0,44.0,44.0,47.0,44.0,Máximo potencial,63.29
Iriondo,22,LWB LM LB ,66.0,66.0,66.0,67.0,67.0,66.0,66.0,64.0,64.0,64.0,59.0,59.0,59.0,62.0,62.0,59.0,59.0,59.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,60.0,Máximo potencial,66.29
R. Vincelot,31,CB CM CDM ,69.0,69.0,69.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,63.0,62.0,62.0,63.0,63.0,64.0,64.0,63.0,64.0,Cercano al retiro,67.29
B. Urribarri,30,LB ,60.0,60.0,60.0,67.0,67.0,68.0,68.0,63.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,62.0,62.0,62.0,64.0,64.0,61.0,61.0,56.0,56.0,61.0,56.0,Máximo potencial,64.29
O. Bouy,24,CM CB ,67.0,67.0,67.0,66.0,66.0,67.0,67.0,70.0,70.0,70.0,72.0,72.0,72.0,68.0,68.0,69.0,69.0,69.0,67.0,67.0,67.0,67.0,65.0,65.0,67.0,65.0,Máximo potencial,66.71
T. Breukers,29,RB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,61.0,61.0,61.0,61.0,61.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,57.0,57.0,58.0,57.0,Máximo potencial,66.57
K. Conboy,29,LB ,68.0,68.0,68.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,61.0,61.0,61.0,62.0,62.0,60.0,60.0,60.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,Máximo potencial,67.43
M. Herrera,28,CB ,67.0,67.0,67.0,61.0,61.0,58.0,58.0,61.0,61.0,61.0,51.0,51.0,51.0,48.0,48.0,48.0,48.0,48.0,46.0,46.0,47.0,47.0,49.0,49.0,47.0,49.0,Máximo potencial,62.71
I. Lichnovsky,23,CB ,67.0,67.0,67.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,48.0,48.0,48.0,49.0,49.0,49.0,49.0,50.0,50.0,49.0,50.0,Máximo potencial,63.57
A. Mlinar Delamea,26,CB ,67.0,67.0,67.0,63.0,63.0,61.0,61.0,64.0,64.0,64.0,52.0,52.0,52.0,48.0,48.0,46.0,46.0,46.0,45.0,45.0,44.0,44.0,46.0,46.0,44.0,46.0,Máximo potencial,64.14
A. Karaer,29,CB LB ,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,62.0,63.0,63.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,67.0
F. Vicari,22,CB ,67.0,67.0,67.0,59.0,59.0,56.0,56.0,61.0,61.0,61.0,48.0,48.0,48.0,42.0,42.0,41.0,41.0,41.0,38.0,38.0,39.0,39.0,41.0,41.0,39.0,41.0,Máximo potencial,61.57
R. van Drongelen,18,LB CB ,67.0,67.0,67.0,63.0,63.0,61.0,61.0,65.0,65.0,65.0,56.0,56.0,56.0,51.0,51.0,51.0,51.0,51.0,47.0,47.0,46.0,46.0,44.0,44.0,46.0,44.0,Joven promesa,64.14
H. Magnússon,24,LB CB ,67.0,67.0,67.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,52.0,52.0,52.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,48.0,48.0,47.0,48.0,Máximo potencial,64.43
J. Meredith,29,LB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,63.0,63.0,63.0,60.0,60.0,60.0,62.0,62.0,57.0,57.0,57.0,58.0,58.0,56.0,56.0,53.0,53.0,56.0,53.0,Máximo potencial,65.71
A. Ordóñez,23,CB ,67.0,67.0,67.0,60.0,60.0,56.0,56.0,59.0,59.0,59.0,46.0,46.0,46.0,45.0,45.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,47.0,47.0,44.0,47.0,Máximo potencial,61.86
E. Pogatetz,34,CB ,67.0,67.0,67.0,56.0,56.0,54.0,54.0,61.0,61.0,61.0,48.0,48.0,48.0,41.0,41.0,40.0,40.0,40.0,38.0,38.0,40.0,40.0,44.0,44.0,40.0,44.0,Cercano al retiro,60.14
G. Modica,26,CB ,67.0,67.0,67.0,60.0,60.0,57.0,57.0,59.0,59.0,59.0,48.0,48.0,48.0,46.0,46.0,45.0,45.0,45.0,44.0,44.0,46.0,46.0,49.0,49.0,46.0,49.0,Máximo potencial,62.14
M. Rubin,29,LB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,58.0,58.0,58.0,60.0,60.0,56.0,56.0,56.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,Máximo potencial,66.57
C. Telo,27,LWB ,60.0,60.0,60.0,65.0,65.0,67.0,67.0,64.0,64.0,64.0,63.0,63.0,63.0,65.0,65.0,62.0,62.0,62.0,62.0,62.0,60.0,60.0,54.0,54.0,60.0,54.0,Máximo potencial,63.43
B. Sanneh,22,CB ,67.0,67.0,67.0,62.0,62.0,60.0,60.0,62.0,62.0,62.0,54.0,54.0,54.0,54.0,54.0,52.0,52.0,52.0,52.0,52.0,53.0,53.0,56.0,56.0,53.0,56.0,Máximo potencial,63.57
M. Karl,31,CB CDM ,69.0,69.0,69.0,63.0,63.0,63.0,63.0,67.0,67.0,67.0,63.0,63.0,63.0,58.0,58.0,59.0,59.0,59.0,56.0,56.0,59.0,59.0,61.0,61.0,59.0,61.0,Cercano al retiro,65.57
Varela,22,LB ,63.0,63.0,63.0,67.0,67.0,67.0,67.0,63.0,63.0,63.0,60.0,60.0,60.0,63.0,63.0,59.0,59.0,59.0,61.0,61.0,59.0,59.0,56.0,56.0,59.0,56.0,Máximo potencial,65.29
T. Lam,23,CDM CM CB ,67.0,67.0,67.0,66.0,66.0,65.0,65.0,67.0,67.0,67.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,66.14
Caro,24,RB CB ,67.0,67.0,67.0,66.0,66.0,65.0,65.0,64.0,64.0,64.0,56.0,56.0,56.0,56.0,56.0,53.0,53.0,53.0,54.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,Máximo potencial,66.14
N. Wako,27,LB ,59.0,59.0,59.0,67.0,67.0,68.0,68.0,62.0,62.0,62.0,62.0,62.0,62.0,65.0,65.0,61.0,61.0,61.0,63.0,63.0,59.0,59.0,55.0,55.0,59.0,55.0,Máximo potencial,63.86
A. Mendoza,23,LB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,58.0,58.0,55.0,55.0,58.0,55.0,Máximo potencial,66.57
D. Bain,23,CDM CB ,67.0,67.0,67.0,62.0,62.0,58.0,58.0,60.0,60.0,60.0,47.0,47.0,47.0,44.0,44.0,42.0,42.0,42.0,40.0,40.0,41.0,41.0,42.0,42.0,41.0,42.0,Máximo potencial,63.0
C. Schoppenhauer,25,CB ,67.0,67.0,67.0,58.0,58.0,55.0,55.0,58.0,58.0,58.0,44.0,44.0,44.0,40.0,40.0,39.0,39.0,39.0,38.0,38.0,38.0,38.0,39.0,39.0,38.0,39.0,Máximo potencial,61.0
R. Camacho,26,CB ,67.0,67.0,67.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,60.0,60.0,60.0,56.0,56.0,55.0,55.0,55.0,53.0,53.0,52.0,52.0,51.0,51.0,52.0,51.0,Máximo potencial,64.71
K. Petersen,32,CB ,67.0,67.0,67.0,61.0,61.0,60.0,60.0,62.0,62.0,62.0,52.0,52.0,52.0,49.0,49.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,48.0,48.0,46.0,48.0,Cercano al retiro,63.29
E. Ward,32,CB ,67.0,67.0,67.0,57.0,57.0,54.0,54.0,61.0,61.0,61.0,49.0,49.0,49.0,42.0,42.0,42.0,42.0,42.0,40.0,40.0,41.0,41.0,45.0,45.0,41.0,45.0,Cercano al retiro,60.43
C. McLaughlin,25,RWB RB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,58.0,58.0,58.0,61.0,61.0,56.0,56.0,56.0,59.0,59.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,66.14
J. Fjóluson,28,CB ,67.0,67.0,67.0,60.0,60.0,58.0,58.0,63.0,63.0,63.0,55.0,55.0,55.0,50.0,50.0,51.0,51.0,51.0,49.0,49.0,50.0,50.0,53.0,53.0,50.0,53.0,Máximo potencial,62.43
J. Vanlerberghe,21,CDM CB ,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,63.0,63.0,64.0,63.0,Joven promesa,67.57
M. Osuna,28,RB CDM ,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,67.0
L. Villalba,22,CM LB ,63.0,63.0,63.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,62.0,63.0,63.0,60.0,60.0,57.0,57.0,60.0,57.0,Máximo potencial,65.29
Tiago Lopes,28,RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,62.0,62.0,62.0,65.0,65.0,61.0,61.0,61.0,63.0,63.0,62.0,62.0,62.0,62.0,62.0,62.0,Máximo potencial,65.71
J. Bednarek,21,CB ,67.0,67.0,67.0,62.0,62.0,59.0,59.0,62.0,62.0,62.0,52.0,52.0,52.0,48.0,48.0,47.0,47.0,47.0,45.0,45.0,44.0,44.0,42.0,42.0,44.0,42.0,Joven promesa,63.29
E. Makeev,27,LB RB CB ,67.0,67.0,67.0,68.0,68.0,67.0,67.0,66.0,66.0,66.0,64.0,64.0,64.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,64.0,64.0,63.0,63.0,64.0,63.0,Máximo potencial,67.29
S. Ojeda,25,CB ,67.0,67.0,67.0,59.0,59.0,56.0,56.0,59.0,59.0,59.0,47.0,47.0,47.0,43.0,43.0,41.0,41.0,41.0,40.0,40.0,41.0,41.0,46.0,46.0,41.0,46.0,Máximo potencial,61.57
K. Keleş,29,LB ,61.0,61.0,61.0,67.0,67.0,68.0,68.0,62.0,62.0,62.0,61.0,61.0,61.0,64.0,64.0,62.0,62.0,62.0,64.0,64.0,62.0,62.0,59.0,59.0,62.0,59.0,Máximo potencial,64.71
S. Jamieson,28,LB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,65.0,65.0,65.0,61.0,61.0,61.0,63.0,63.0,60.0,60.0,60.0,62.0,62.0,61.0,61.0,60.0,60.0,61.0,60.0,Máximo potencial,66.57
Z. Yavru,25,RB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,63.0,63.0,63.0,60.0,60.0,60.0,63.0,63.0,59.0,59.0,59.0,62.0,62.0,61.0,61.0,61.0,61.0,61.0,61.0,Máximo potencial,65.71
T. Cardona,21,CB ,67.0,67.0,67.0,62.0,62.0,60.0,60.0,59.0,59.0,59.0,50.0,50.0,50.0,51.0,51.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,54.0,54.0,50.0,54.0,Joven promesa,63.57
A. Taylor,30,LWB LB ,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,62.0,62.0,62.0,62.0,62.0,59.0,59.0,59.0,60.0,60.0,58.0,58.0,56.0,56.0,58.0,56.0,Máximo potencial,67.0
L. Balanta,26,LM LB ,68.0,68.0,68.0,67.0,67.0,65.0,65.0,62.0,62.0,62.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,56.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,Máximo potencial,66.86
P. Zanev,31,LB CB ,67.0,67.0,67.0,66.0,66.0,66.0,66.0,65.0,65.0,65.0,61.0,61.0,61.0,61.0,61.0,59.0,59.0,59.0,60.0,60.0,59.0,59.0,58.0,58.0,59.0,58.0,Cercano al retiro,66.43
D. Pisot,29,RB CB ,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,59.0,59.0,59.0,59.0,59.0,57.0,57.0,57.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,Máximo potencial,66.14
J. Foyth,19,CB ,67.0,67.0,67.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,60.0,60.0,60.0,61.0,61.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,58.0,58.0,60.0,58.0,Joven promesa,66.14
I. Ssewankambo,21,RB LWB ,64.0,64.0,64.0,67.0,67.0,67.0,67.0,63.0,63.0,63.0,60.0,60.0,60.0,64.0,64.0,60.0,60.0,60.0,61.0,61.0,58.0,58.0,55.0,55.0,58.0,55.0,Joven promesa,65.71
V. Marchetti,19,LB CDM CM ,65.0,65.0,65.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,65.0,65.0,63.0,63.0,65.0,63.0,Joven promesa,66.43
M. Dalendo,25,LB ,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,61.0,61.0,61.0,60.0,60.0,57.0,57.0,57.0,58.0,58.0,55.0,55.0,55.0,55.0,55.0,55.0,Máximo potencial,66.57
A. Lienhart,31,RM RB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,63.0,63.0,63.0,64.0,64.0,62.0,62.0,62.0,62.0,62.0,61.0,61.0,60.0,60.0,61.0,60.0,Cercano al retiro,66.14
A. Mazzotta,27,LM LB ,65.0,65.0,65.0,67.0,67.0,67.0,67.0,64.0,64.0,64.0,59.0,59.0,59.0,60.0,60.0,56.0,56.0,56.0,58.0,58.0,56.0,56.0,56.0,56.0,56.0,56.0,Máximo potencial,66.14
G. Sauro,27,CB ,67.0,67.0,67.0,60.0,60.0,58.0,58.0,64.0,64.0,64.0,54.0,54.0,54.0,49.0,49.0,48.0,48.0,48.0,45.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0,Máximo potencial,62.43
M. Belyaev,25,CB ,67.0,67.0,67.0,60.0,60.0,56.0,56.0,57.0,57.0,57.0,43.0,43.0,43.0,41.0,41.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,42.0,42.0,38.0,42.0,Máximo potencial,61.86
R. Janicki,24,CB ,67.0,67.0,67.0,62.0,62.0,61.0,61.0,65.0,65.0,65.0,56.0,56.0,56.0,52.0,52.0,50.0,50.0,50.0,48.0,48.0,48.0,48.0,47.0,47.0,48.0,47.0,Máximo potencial,63.86
M. Morisbak Skjønsberg,34,CB ,67.0,67.0,67.0,60.0,60.0,59.0,59.0,62.0,62.0,62.0,52.0,52.0,52.0,46.0,46.0,46.0,46.0,46.0,44.0,44.0,45.0,45.0,48.0,48.0,45.0,48.0,Cercano al retiro,62.71
M. Asterga,33,RB ,60.0,60.0,60.0,67.0,67.0,68.0,68.0,63.0,63.0,63.0,64.0,64.0,64.0,66.0,66.0,65.0,65.0,65.0,65.0,65.0,63.0,63.0,57.0,57.0,63.0,57.0,Cercano al retiro,64.29
A. Diallo,21,CB ,67.0,67.0,67.0,66.0,66.0,64.0,64.0,64.0,64.0,64.0,54.0,54.0,54.0,53.0,53.0,48.0,48.0,48.0,49.0,49.0,47.0,47.0,48.0,48.0,47.0,48.0,Joven promesa,65.86
D. Johannesson,23,RB ,63.0,63.0,63.0,67.0,67.0,68.0,68.0,64.0,64.0,64.0,62.0,62.0,62.0,65.0,65.0,61.0,61.0,61.0,62.0,62.0,60.0,60.0,57.0,57.0,60.0,57.0,Máximo potencial,65.57
D. Edgar,30,CB ,67.0,67.0,67.0,61.0,61.0,60.0,60.0,64.0,64.0,64.0,59.0,59.0,59.0,55.0,55.0,56.0,56.0,56.0,54.0,54.0,55.0,55.0,56.0,56.0,55.0,56.0,Máximo potencial,63.29
A. Tuia,27,CB ,67.0,67.0,67.0,62.0,62.0,59.0,59.0,60.0,60.0,60.0,49.0,49.0,49.0,46.0,46.0,45.0,45.0,45.0,44.0,44.0,44.0,44.0,46.0,46.0,44.0,46.0,Máximo potencial,63.29
D. Biraschi,22,RB CB ,67.0,67.0,67.0,61.0,61.0,58.0,58.0,63.0,63.0,63.0,55.0,55.0,55.0,51.0,51.0,52.0,52.0,52.0,50.0,50.0,51.0,51.0,50.0,50.0,51.0,50.0,Máximo potencial,62.71
T. Beermann,26,CB ,67.0,67.0,67.0,58.0,58.0,55.0,55.0,59.0,59.0,59.0,47.0,47.0,47.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,42.0,42.0,47.0,47.0,42.0,47.0,Máximo potencial,61.0
P. Papp,27,RB CB ,67.0,67.0,67.0,64.0,64.0,63.0,63.0,63.0,63.0,63.0,55.0,55.0,55.0,54.0,54.0,51.0,51.0,51.0,52.0,52.0,51.0,51.0,56.0,56.0,51.0,56.0,Máximo potencial,65.0
J. Ojala,28,CB ,67.0,67.0,67.0,60.0,60.0,58.0,58.0,62.0,62.0,62.0,53.0,53.0,53.0,49.0,49.0,48.0,48.0,48.0,46.0,46.0,46.0,46.0,47.0,47.0,46.0,47.0,Máximo potencial,62.43
J. Hooiveld,34,CB ,67.0,67.0,67.0,56.0,56.0,54.0,54.0,62.0,62.0,62.0,55.0,55.0,55.0,47.0,47.0,50.0,50.0,50.0,47.0,47.0,49.0,49.0,51.0,51.0,49.0,51.0,Cercano al retiro,60.14
F. Currimila,33,RB ,64.0,64.0,64.0,67.0,67.0,66.0,66.0,64.0,64.0,64.0,58.0,58.0,58.0,57.0,57.0,54.0,54.0,54.0,55.0,55.0,53.0,53.0,52.0,52.0,53.0,52.0,Cercano al retiro,65.43
L. Fontaine,31,CB ,67.0,67.0,67.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,58.0,58.0,58.0,57.0,57.0,55.0,55.0,55.0,55.0,55.0,53.0,53.0,51.0,51.0,53.0,51.0,Cercano al retiro,65.57
Aitor Buñuel,19,RB RWB ,63.0,63.0,63.0,66.0,66.0,67.0,67.0,63.0,63.0,63.0,59.0,59.0,59.0,62.0,62.0,58.0,58.0,58.0,60.0,60.0,56.0,56.0,53.0,53.0,56.0,53.0,Joven promesa,65.0
J. Blengio,37,CB ,67.0,67.0,67.0,56.0,56.0,53.0,53.0,59.0,59.0,59.0,50.0,50.0,50.0,43.0,43.0,46.0,46.0,46.0,42.0,42.0,44.0,44.0,47.0,47.0,44.0,47.0,Cercano al retiro,59.86
O. Mazuch,28,CB ,67.0,67.0,67.0,59.0,59.0,56.0,56.0,59.0,59.0,59.0,47.0,47.0,47.0,44.0,44.0,42.0,42.0,42.0,41.0,41.0,42.0,42.0,46.0,46.0,42.0,46.0,Máximo potencial,61.57
